25	25	27	1	3	3	3	3	3	4	3	3	3	4	3	3	3	1	7	5	5	8	1	1	1	1	1	1	1	1	1	1	1	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	59	60	1	59	60	1	1	2	1	1	28	25	25
25	25	27	1	3	4	3	3	3	3	3	3	3	3	3	3	3	1	7	5	5	8	1	1	2	1	1	1	2	1	1	2	1	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58	57	58	1	57	58	1	1	1	2	2	28	25	25
25	25	27	1	3	3	4	3	3	3	3	4	3	3	4	3	3	1	7	5	5	8	1	1	1	1	1	1	1	1	1	1	1	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	55	56	1	55	56	1	2	1	1	1	28	25	25
25	25	27	1	3	3	3	3	3	4	3	3	3	3	3	3	3	2	7	5	5	8	1	1	1	1	1	1	1	1	1	59	60	1	2	2	1	2	1	1	2	1	59	60	2	2	1	1	59	60	59	60	2	1	2	1	59	60	1	1	1	1	1	2	1	28	25	25
25	25	27	1	3	3	4	3	3	4	3	3	3	4	3	3	3	1	7	5	5	8	1	1	2	1	2	1	1	1	1	57	58	1	1	2	1	1	1	2	1	1	57	58	1	1	2	1	57	58	57	58	1	1	2	1	57	58	1	1	1	1	1	1	1	28	25	25
25	25	27	1	3	3	3	3	3	3	3	3	3	3	3	3	3	1	7	5	5	8	1	1	1	1	1	1	2	1	1	55	56	1	1	1	1	59	60	1	1	1	55	56	1	1	1	1	55	56	55	56	1	2	1	1	55	56	1	2	59	60	1	1	1	28	25	25
25	25	27	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	7	5	5	8	1	1	1	1	1	1	1	1	1	1	1	59	60	1	1	57	58	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	57	58	1	1	2	28	25	25
25	25	27	1	1	1	1	1	13	9	9	9	9	9	9	9	9	9	74	5	5	8	1	1	1	1	1	1	1	1	1	1	1	57	58	1	1	55	56	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	55	56	1	1	1	28	25	25
25	25	27	1	1	1	1	2	7	5	5	5	5	5	5	5	5	5	5	5	5	8	1	1	2	1	1	2	1	1	1	1	1	55	56	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	59	60	1	1	2	1	1	2	1	1	1	1	1	1	28	25	25
25	25	27	2	1	1	1	1	7	5	5	5	5	5	5	5	5	5	5	5	5	8	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	57	58	1	1	1	1	1	1	1	1	2	1	1	2	28	25	25
25	25	27	1	1	2	1	1	7	5	5	75	10	10	10	10	10	10	10	10	10	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	55	56	1	2	1	1	1	1	1	2	1	1	1	1	28	25	25
25	25	27	1	1	1	2	1	7	5	5	8	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	59	60	1	1	2	1	28	25	25
25	25	27	1	1	2	1	1	7	5	5	8	1	1	1	1	1	1	1	1	2	1	1	59	60	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	57	58	1	1	1	1	28	25	25
25	25	27	1	1	1	1	2	7	5	5	8	1	2	1	1	1	2	1	1	1	1	1	57	58	59	60	59	60	59	60	23	21	21	21	21	21	21	21	21	24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55	56	1	1	1	1	28	25	25
25	25	27	1	1	1	1	1	7	5	5	8	1	1	1	1	1	1	1	1	2	1	1	55	56	57	58	57	58	57	58	17	15	15	15	15	15	15	15	15	18	1	59	60	59	60	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	28	25	25
25	25	27	1	51	52	53	54	7	5	5	8	51	52	53	54	1	51	52	53	54	1	1	59	60	55	56	55	56	55	56	17	15	15	16	15	15	15	16	15	18	1	57	58	57	58	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	28	25	25
25	25	27	1	47	48	49	50	7	5	5	8	47	48	49	50	1	47	48	49	50	1	2	57	58	59	60	59	60	1	1	17	15	15	15	15	16	15	15	15	18	1	55	56	55	56	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	28	25	25
25	25	27	1	39	40	41	42	7	5	5	8	43	44	45	46	1	39	40	41	42	1	1	55	56	57	58	57	58	1	1	17	15	16	15	15	15	15	15	15	18	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	25	25
25	25	27	1	35	36	37	38	7	5	5	8	35	36	37	38	1	35	36	37	38	2	1	1	1	55	56	55	56	2	1	21	20	20	20	20	20	20	20	20	22	1	1	2	1	1	1	1	83	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	32	25	25
25	25	27	13	9	9	9	9	74	5	5	73	9	9	9	9	9	9	9	9	9	9	9	9	14	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	28	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
25	25	27	7	5	6	5	5	6	5	5	5	5	5	6	5	5	6	5	5	5	5	5	6	73	14	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	28	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
25	25	27	7	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	6	5	5	5	5	5	73	14	1	1	1	59	60	59	60	59	60	1	1	2	1	1	1	1	1	1	1	1	1	28	25	25	33	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29
